id,context_term,occurences,ngram,target_term,region,year,target_total_occurences,pct_together,targ_reg_year_rank
kwic_48,public,9,1,roundeleer,US_Canada,2016,57,0.157894737,9
kwic_49,efforts,9,1,roundeleer,US_Canada,2016,57,0.157894737,9
kwic_50,term,8,1,roundeleer,US_Canada,2016,57,0.140350877,10
kwic_51,policy,7,1,roundeleer,US_Canada,2016,57,0.122807018,11
kwic_52,long_term,17,2,roundeleer,US_Canada,2016,57,0.298245614,1
kwic_53,project,17,1,totterer,US_Canada,2016,19,0.894736842,1
kwic_54,national,8,1,totterer,US_Canada,2016,19,0.421052632,2
kwic_55,security,8,1,totterer,US_Canada,2016,19,0.421052632,2
kwic_56,research,6,1,totterer,US_Canada,2016,19,0.315789474,3
kwic_57,government,5,1,totterer,US_Canada,2016,19,0.263157895,4
kwic_58,whistleblower,5,1,totterer,US_Canada,2016,19,0.263157895,4
kwic_59,whistleblowers,4,1,totterer,US_Canada,2016,19,0.210526316,5
kwic_60,including,4,1,totterer,US_Canada,2016,19,0.210526316,5
kwic_61,promoting,4,1,totterer,US_Canada,2016,19,0.210526316,5
kwic_62,public,4,1,totterer,US_Canada,2016,19,0.210526316,5
kwic_63,capacity,4,1,totterer,US_Canada,2016,19,0.210526316,5
kwic_64,policy,4,1,totterer,US_Canada,2016,19,0.210526316,5
kwic_65,director,4,1,totterer,US_Canada,2016,19,0.210526316,5
kwic_66,program,4,1,totterer,US_Canada,2016,19,0.210526316,5
kwic_67,radack,4,1,totterer,US_Canada,2016,19,0.210526316,5
kwic_68,mcclellan,4,1,totterer,US_Canada,2016,19,0.210526316,5
kwic_69,increase,3,1,totterer,US_Canada,2016,19,0.157894737,6
kwic_70,accountability,3,1,totterer,US_Canada,2016,19,0.157894737,6
kwic_71,contractors,3,1,totterer,US_Canada,2016,19,0.157894737,6
kwic_72,range,3,1,totterer,US_Canada,2016,19,0.157894737,6
kwic_73,financial,3,1,totterer,US_Canada,2016,19,0.157894737,6
kwic_74,university,3,1,totterer,US_Canada,2016,19,0.157894737,6
kwic_75,drake,3,1,totterer,US_Canada,2016,19,0.157894737,6
kwic_76,national_security,8,2,totterer,US_Canada,2016,19,0.421052632,2
kwic_77,project_support,5,2,totterer,US_Canada,2016,19,0.263157895,4
kwic_78,public,29,1,hamotzi,US_Canada,2016,196,0.147959184,1
kwic_79,organizations,29,1,hamotzi,US_Canada,2016,196,0.147959184,1
kwic_80,media,28,1,hamotzi,US_Canada,2016,196,0.142857143,2
kwic_81,social,27,1,hamotzi,US_Canada,2016,196,0.137755102,3
kwic_82,data,26,1,hamotzi,US_Canada,2016,196,0.132653061,4
kwic_83,mpower,25,1,hamotzi,US_Canada,2016,196,0.12755102,5
kwic_84,project,24,1,hamotzi,US_Canada,2016,196,0.12244898,6
kwic_85,policy,23,1,hamotzi,US_Canada,2016,196,0.117346939,7
kwic_86,online,23,1,hamotzi,US_Canada,2016,196,0.117346939,7
kwic_87,organizing,22,1,hamotzi,US_Canada,2016,196,0.112244898,8
kwic_88,campaign,21,1,hamotzi,US_Canada,2016,196,0.107142857,9
kwic_89,climate,7,1,middlingish,US_Canada,2016,18,0.388888889,1
kwic_90,nexus,5,1,middlingish,US_Canada,2016,18,0.277777778,3
kwic_91,rights,4,1,middlingish,US_Canada,2016,18,0.222222222,4
kwic_92,national,4,1,middlingish,US_Canada,2016,18,0.222222222,4
kwic_93,members,4,1,middlingish,US_Canada,2016,18,0.222222222,4
kwic_94,organization,4,1,middlingish,US_Canada,2016,18,0.222222222,4
kwic_95,corporate,3,1,middlingish,US_Canada,2016,18,0.166666667,5
kwic_96,health,3,1,middlingish,US_Canada,2016,18,0.166666667,5
kwic_97,security,3,1,middlingish,US_Canada,2016,18,0.166666667,5
kwic_98,given,3,1,middlingish,US_Canada,2016,18,0.166666667,5
kwic_99,justice,3,1,middlingish,US_Canada,2016,18,0.166666667,5
kwic_100,fcnl,3,1,middlingish,US_Canada,2016,18,0.166666667,5
kwic_101,network,3,1,middlingish,US_Canada,2016,18,0.166666667,5
kwic_102,includes,3,1,middlingish,US_Canada,2016,18,0.166666667,5
kwic_103,country,3,1,middlingish,US_Canada,2016,18,0.166666667,5
kwic_104,policy,3,1,middlingish,US_Canada,2016,18,0.166666667,5
kwic_105,project,3,1,middlingish,US_Canada,2016,18,0.166666667,5
kwic_106,understanding,3,1,middlingish,US_Canada,2016,18,0.166666667,5
kwic_107,economic,3,1,middlingish,US_Canada,2016,18,0.166666667,5
kwic_108,migration,3,1,middlingish,US_Canada,2016,18,0.166666667,5
kwic_109,climate_nexus,5,2,middlingish,US_Canada,2016,18,0.277777778,3
kwic_110,project,23,1,pseudointellectually,US_Canada,2016,73,0.315068493,1
kwic_111,public,20,1,pseudointellectually,US_Canada,2016,73,0.273972603,2
kwic_112,policy,19,1,pseudointellectually,US_Canada,2016,73,0.260273973,3
kwic_113,media,19,1,pseudointellectually,US_Canada,2016,73,0.260273973,3
kwic_114,education,18,1,pseudointellectually,US_Canada,2016,73,0.246575342,4
kwic_115,social,17,1,pseudointellectually,US_Canada,2016,73,0.232876712,5
kwic_116,policies,16,1,pseudointellectually,US_Canada,2016,73,0.219178082,6
kwic_117,states,16,1,pseudointellectually,US_Canada,2016,73,0.219178082,6
kwic_118,organizing,15,1,pseudointellectually,US_Canada,2016,73,0.205479452,7
kwic_119,drug,15,1,pseudointellectually,US_Canada,2016,73,0.205479452,7
kwic_120,direct,15,1,pseudointellectually,US_Canada,2016,73,0.205479452,7
kwic_121,research,14,1,pseudointellectually,US_Canada,2016,73,0.191780822,8
kwic_122,communications,14,1,pseudointellectually,US_Canada,2016,73,0.191780822,8
kwic_123,high,14,1,pseudointellectually,US_Canada,2016,73,0.191780822,8
kwic_124,campaigning,14,1,pseudointellectually,US_Canada,2016,73,0.191780822,8
kwic_125,advancing,13,1,pseudointellectually,US_Canada,2016,73,0.178082192,9
kwic_126,progressive,13,1,pseudointellectually,US_Canada,2016,73,0.178082192,9
kwic_127,prices,13,1,pseudointellectually,US_Canada,2016,73,0.178082192,9
kwic_128,action,13,1,pseudointellectually,US_Canada,2016,73,0.178082192,9
kwic_129,housing,12,1,pseudointellectually,US_Canada,2016,73,0.164383562,10
kwic_130,united,12,1,pseudointellectually,US_Canada,2016,73,0.164383562,10
kwic_131,national,11,1,pseudointellectually,US_Canada,2016,73,0.150684932,11
kwic_132,entitled,11,1,pseudointellectually,US_Canada,2016,73,0.150684932,11
kwic_133,curb,11,1,pseudointellectually,US_Canada,2016,73,0.150684932,11
kwic_134,building,10,1,pseudointellectually,US_Canada,2016,73,0.136986301,12
kwic_135,program,10,1,pseudointellectually,US_Canada,2016,73,0.136986301,12
kwic_136,efforts,10,1,pseudointellectually,US_Canada,2016,73,0.136986301,12
kwic_137,community,10,1,pseudointellectually,US_Canada,2016,73,0.136986301,12
kwic_138,moving,10,1,pseudointellectually,US_Canada,2016,73,0.136986301,12
kwic_139,needle,10,1,pseudointellectually,US_Canada,2016,73,0.136986301,12
kwic_140,justice,10,1,pseudointellectually,US_Canada,2016,73,0.136986301,12
kwic_141,rights,9,1,pseudointellectually,US_Canada,2016,73,0.123287671,13
kwic_142,litigation,9,1,pseudointellectually,US_Canada,2016,73,0.123287671,13
kwic_143,legal,9,1,pseudointellectually,US_Canada,2016,73,0.123287671,13
kwic_144,leaders,8,1,pseudointellectually,US_Canada,2016,73,0.109589041,14
kwic_145,organizations,8,1,pseudointellectually,US_Canada,2016,73,0.109589041,14
kwic_146,advocacy,8,1,pseudointellectually,US_Canada,2016,73,0.109589041,14
kwic_147,reform,8,1,pseudointellectually,US_Canada,2016,73,0.109589041,14
kwic_148,high_drug,13,2,pseudointellectually,US_Canada,2016,73,0.178082192,9
kwic_149,drug_prices,13,2,pseudointellectually,US_Canada,2016,73,0.178082192,9
kwic_150,united_states,12,2,pseudointellectually,US_Canada,2016,73,0.164383562,10
kwic_151,social_media,11,2,pseudointellectually,US_Canada,2016,73,0.150684932,11
kwic_152,media_campaigning,11,2,pseudointellectually,US_Canada,2016,73,0.150684932,11
kwic_153,direct_action,11,2,pseudointellectually,US_Canada,2016,73,0.150684932,11
kwic_154,project_entitled,10,2,pseudointellectually,US_Canada,2016,73,0.136986301,12
kwic_155,entitled_moving,10,2,pseudointellectually,US_Canada,2016,73,0.136986301,12
kwic_156,moving_needle,10,2,pseudointellectually,US_Canada,2016,73,0.136986301,12
kwic_157,needle_advancing,10,2,pseudointellectually,US_Canada,2016,73,0.136986301,12
kwic_158,advancing_progressive,10,2,pseudointellectually,US_Canada,2016,73,0.136986301,12
kwic_159,progressive_policies,10,2,pseudointellectually,US_Canada,2016,73,0.136986301,12
kwic_160,policies_curb,10,2,pseudointellectually,US_Canada,2016,73,0.136986301,12
kwic_161,curb_high,10,2,pseudointellectually,US_Canada,2016,73,0.136986301,12
kwic_162,prices_united,10,2,pseudointellectually,US_Canada,2016,73,0.136986301,12
kwic_163,states_social,10,2,pseudointellectually,US_Canada,2016,73,0.136986301,12
kwic_164,campaigning_direct,10,2,pseudointellectually,US_Canada,2016,73,0.136986301,12
kwic_165,public_education,8,2,pseudointellectually,US_Canada,2016,73,0.109589041,14
kwic_166,center,74,1,aeronomies,US_Canada,2016,279,0.265232975,1
kwic_167,rights,56,1,aeronomies,US_Canada,2016,279,0.200716846,4
kwic_168,justice,55,1,aeronomies,US_Canada,2016,279,0.197132616,5
kwic_169,public,52,1,aeronomies,US_Canada,2016,279,0.186379928,6
kwic_170,project,44,1,aeronomies,US_Canada,2016,279,0.157706093,7
kwic_171,national,43,1,aeronomies,US_Canada,2016,279,0.154121864,8
kwic_172,popular,41,1,aeronomies,US_Canada,2016,279,0.146953405,10
kwic_173,campaign,41,1,aeronomies,US_Canada,2016,279,0.146953405,10
kwic_174,including,40,1,aeronomies,US_Canada,2016,279,0.143369176,11
kwic_175,organizations,39,1,aeronomies,US_Canada,2016,279,0.139784946,12
kwic_176,organization,36,1,aeronomies,US_Canada,2016,279,0.129032258,14
kwic_177,policy,35,1,aeronomies,US_Canada,2016,279,0.125448029,15
kwic_178,programs,33,1,aeronomies,US_Canada,2016,279,0.11827957,16
kwic_179,center_popular,40,2,aeronomies,US_Canada,2016,279,0.143369176,11
kwic_180,immigration,11,1,founderous,US_Canada,2016,26,0.423076923,1
kwic_181,states,4,1,founderous,US_Canada,2016,26,0.153846154,2
kwic_182,policies,4,1,founderous,US_Canada,2016,26,0.153846154,2
kwic_183,engagement,81,1,dicaryophyte,US_Canada,2016,539,0.150278293,1
kwic_184,voters,62,1,dicaryophyte,US_Canada,2016,539,0.115027829,2
kwic_185,media,22,1,headlamps,US_Canada,2016,29,0.75862069,1
kwic_186,social,21,1,headlamps,US_Canada,2016,29,0.724137931,2
kwic_187,twitter,12,1,headlamps,US_Canada,2016,29,0.413793103,4
kwic_188,news,12,1,headlamps,US_Canada,2016,29,0.413793103,4
kwic_189,platforms,10,1,headlamps,US_Canada,2016,29,0.344827586,5
kwic_190,google,7,1,headlamps,US_Canada,2016,29,0.24137931,6
kwic_191,presence,6,1,headlamps,US_Canada,2016,29,0.206896552,7
kwic_192,online,6,1,headlamps,US_Canada,2016,29,0.206896552,7
kwic_193,communications,6,1,headlamps,US_Canada,2016,29,0.206896552,7
kwic_194,public,5,1,headlamps,US_Canada,2016,29,0.172413793,8
kwic_195,content,5,1,headlamps,US_Canada,2016,29,0.172413793,8
kwic_196,website,5,1,headlamps,US_Canada,2016,29,0.172413793,8
kwic_197,project,5,1,headlamps,US_Canada,2016,29,0.172413793,8
kwic_198,including,4,1,headlamps,US_Canada,2016,29,0.137931034,9
kwic_199,create,4,1,headlamps,US_Canada,2016,29,0.137931034,9
kwic_200,email,4,1,headlamps,US_Canada,2016,29,0.137931034,9
kwic_201,efforts,4,1,headlamps,US_Canada,2016,29,0.137931034,9
kwic_202,access,4,1,headlamps,US_Canada,2016,29,0.137931034,9
kwic_203,companies,4,1,headlamps,US_Canada,2016,29,0.137931034,9
kwic_204,center,4,1,headlamps,US_Canada,2016,29,0.137931034,9
kwic_205,followers,4,1,headlamps,US_Canada,2016,29,0.137931034,9
kwic_206,social_media,19,2,headlamps,US_Canada,2016,29,0.655172414,3
kwic_207,media_presence,4,2,headlamps,US_Canada,2016,29,0.137931034,9
kwic_208,government,23,1,harpalus,US_Canada,2016,2,11.5,1
kwic_209,campaign,14,1,harpalus,US_Canada,2016,2,7,2
kwic_210,finance,12,1,harpalus,US_Canada,2016,2,6,3
kwic_211,constitutional,10,1,harpalus,US_Canada,2016,2,5,4
kwic_212,regulation,9,1,harpalus,US_Canada,2016,2,4.5,5
kwic_213,political,9,1,harpalus,US_Canada,2016,2,4.5,5
kwic_214,money,9,1,harpalus,US_Canada,2016,2,4.5,5
kwic_215,court,8,1,harpalus,US_Canada,2016,2,4,6
kwic_216,quid,8,1,harpalus,US_Canada,2016,2,4,6
kwic_217,bases,7,1,harpalus,US_Canada,2016,2,3.5,7
kwic_218,spending,7,1,harpalus,US_Canada,2016,2,3.5,7
kwic_219,project,7,1,harpalus,US_Canada,2016,2,3.5,7
kwic_220,pogo,7,1,harpalus,US_Canada,2016,2,3.5,7
kwic_221,ultimate,6,1,harpalus,US_Canada,2016,2,3,8
kwic_222,expanding,6,1,harpalus,US_Canada,2016,2,3,8
kwic_223,regulating,6,1,harpalus,US_Canada,2016,2,3,8
kwic_224,public,6,1,harpalus,US_Canada,2016,2,3,8
kwic_225,politics,6,1,harpalus,US_Canada,2016,2,3,8
kwic_226,transform,5,1,harpalus,US_Canada,2016,2,2.5,9
kwic_227,jurisprudence,5,1,harpalus,US_Canada,2016,2,2.5,9
kwic_228,justice,5,1,harpalus,US_Canada,2016,2,2.5,9
kwic_229,legal,5,1,harpalus,US_Canada,2016,2,2.5,9
kwic_230,journalism,5,1,harpalus,US_Canada,2016,2,2.5,9
kwic_231,investigations,5,1,harpalus,US_Canada,2016,2,2.5,9
kwic_232,oversight,5,1,harpalus,US_Canada,2016,2,2.5,9
kwic_233,organization,5,1,harpalus,US_Canada,2016,2,2.5,9
kwic_234,federal,5,1,harpalus,US_Canada,2016,2,2.5,9
kwic_235,efforts,4,1,harpalus,US_Canada,2016,2,2,10
kwic_236,impact,4,1,harpalus,US_Canada,2016,2,2,10
kwic_237,supreme,4,1,harpalus,US_Canada,2016,2,2,10
kwic_238,litigation,4,1,harpalus,US_Canada,2016,2,2,10
kwic_239,concept,4,1,harpalus,US_Canada,2016,2,2,10
kwic_240,funding,4,1,harpalus,US_Canada,2016,2,2,10
kwic_241,theories,4,1,harpalus,US_Canada,2016,2,2,10
kwic_242,dēmos,4,1,harpalus,US_Canada,2016,2,2,10
kwic_243,misconduct,4,1,harpalus,US_Canada,2016,2,2,10
kwic_244,accountability,4,1,harpalus,US_Canada,2016,2,2,10
kwic_245,regulations,3,1,harpalus,US_Canada,2016,2,1.5,11
kwic_246,citizens,3,1,harpalus,US_Canada,2016,2,1.5,11
kwic_247,united,3,1,harpalus,US_Canada,2016,2,1.5,11
kwic_248,organizations,3,1,harpalus,US_Canada,2016,2,1.5,11
kwic_249,center,3,1,harpalus,US_Canada,2016,2,1.5,11
kwic_250,citizen,3,1,harpalus,US_Canada,2016,2,1.5,11
kwic_251,democracy,3,1,harpalus,US_Canada,2016,2,1.5,11
kwic_252,voice,3,1,harpalus,US_Canada,2016,2,1.5,11
kwic_253,criminal,3,1,harpalus,US_Canada,2016,2,1.5,11
kwic_254,system,3,1,harpalus,US_Canada,2016,2,1.5,11
kwic_255,policy,3,1,harpalus,US_Canada,2016,2,1.5,11
kwic_256,change,3,1,harpalus,US_Canada,2016,2,1.5,11
kwic_257,open,3,1,harpalus,US_Canada,2016,2,1.5,11
kwic_258,lens,3,1,harpalus,US_Canada,2016,2,1.5,11
kwic_259,continue,3,1,harpalus,US_Canada,2016,2,1.5,11
kwic_260,power,3,1,harpalus,US_Canada,2016,2,1.5,11
kwic_261,financial,3,1,harpalus,US_Canada,2016,2,1.5,11
kwic_262,including,3,1,harpalus,US_Canada,2016,2,1.5,11
kwic_263,successful,3,1,harpalus,US_Canada,2016,2,1.5,11
kwic_264,reframing,3,1,harpalus,US_Canada,2016,2,1.5,11
kwic_265,amendment,3,1,harpalus,US_Canada,2016,2,1.5,11
kwic_266,advocates,3,1,harpalus,US_Canada,2016,2,1.5,11
kwic_267,influence,3,1,harpalus,US_Canada,2016,2,1.5,11
kwic_268,information,3,1,harpalus,US_Canada,2016,2,1.5,11
kwic_269,progress,3,1,harpalus,US_Canada,2016,2,1.5,11
kwic_270,working,3,1,harpalus,US_Canada,2016,2,1.5,11
kwic_271,accountable,3,1,harpalus,US_Canada,2016,2,1.5,11
kwic_272,cpipr,3,1,harpalus,US_Canada,2016,2,1.5,11
kwic_273,decisions,2,1,harpalus,US_Canada,2016,2,1,12
kwic_274,instances,2,1,harpalus,US_Canada,2016,2,1,12
kwic_275,furtherance,2,1,harpalus,US_Canada,2016,2,1,12
kwic_276,effort,2,1,harpalus,US_Canada,2016,2,1,12
kwic_277,brennan,2,1,harpalus,US_Canada,2016,2,1,12
kwic_278,broad,2,1,harpalus,US_Canada,2016,2,1,12
kwic_279,wertheimer,2,1,harpalus,US_Canada,2016,2,1,12
kwic_280,media,2,1,harpalus,US_Canada,2016,2,1,12
kwic_281,produce,2,1,harpalus,US_Canada,2016,2,1,12
kwic_282,report,2,1,harpalus,US_Canada,2016,2,1,12
kwic_283,alternative,2,1,harpalus,US_Canada,2016,2,1,12
kwic_284,noncommercial,2,1,harpalus,US_Canada,2016,2,1,12
kwic_285,models,2,1,harpalus,US_Canada,2016,2,1,12
kwic_286,fill,2,1,harpalus,US_Canada,2016,2,1,12
kwic_287,gaps,2,1,harpalus,US_Canada,2016,2,1,12
kwic_288,caused,2,1,harpalus,US_Canada,2016,2,1,12
kwic_289,industry,2,1,harpalus,US_Canada,2016,2,1,12
kwic_290,decline,2,1,harpalus,US_Canada,2016,2,1,12
kwic_291,expose,2,1,harpalus,US_Canada,2016,2,1,12
kwic_292,highlight,2,1,harpalus,US_Canada,2016,2,1,12
kwic_293,communities,2,1,harpalus,US_Canada,2016,2,1,12
kwic_294,multiple,2,1,harpalus,US_Canada,2016,2,1,12
kwic_295,substantive,2,1,harpalus,US_Canada,2016,2,1,12
kwic_296,framework,2,1,harpalus,US_Canada,2016,2,1,12
kwic_297,full,2,1,harpalus,US_Canada,2016,2,1,12
kwic_298,role,2,1,harpalus,US_Canada,2016,2,1,12
kwic_299,environment,2,1,harpalus,US_Canada,2016,2,1,12
kwic_300,reform,2,1,harpalus,US_Canada,2016,2,1,12
kwic_301,initiatives,2,1,harpalus,US_Canada,2016,2,1,12
kwic_302,rights,2,1,harpalus,US_Canada,2016,2,1,12
kwic_303,longterm,2,1,harpalus,US_Canada,2016,2,1,12
kwic_304,sole,2,1,harpalus,US_Canada,2016,2,1,12
kwic_305,basis,2,1,harpalus,US_Canada,2016,2,1,12
kwic_306,engagement,2,1,harpalus,US_Canada,2016,2,1,12
kwic_307,term,2,1,harpalus,US_Canada,2016,2,1,12
kwic_308,necessary,2,1,harpalus,US_Canada,2016,2,1,12
kwic_309,investigation,2,1,harpalus,US_Canada,2016,2,1,12
kwic_310,resulted,2,1,harpalus,US_Canada,2016,2,1,12
kwic_311,exposed,2,1,harpalus,US_Canada,2016,2,1,12
kwic_312,liberty,2,1,harpalus,US_Canada,2016,2,1,12
kwic_313,worked,2,1,harpalus,US_Canada,2016,2,1,12
kwic_314,projects,2,1,harpalus,US_Canada,2016,2,1,12
kwic_315,economic,2,1,harpalus,US_Canada,2016,2,1,12
kwic_316,washington,2,1,harpalus,US_Canada,2016,2,1,12
kwic_317,investigates,2,1,harpalus,US_Canada,2016,2,1,12
kwic_318,conflicts,2,1,harpalus,US_Canada,2016,2,1,12
kwic_319,interest,2,1,harpalus,US_Canada,2016,2,1,12
kwic_320,develops,2,1,harpalus,US_Canada,2016,2,1,12
kwic_321,solutions,2,1,harpalus,US_Canada,2016,2,1,12
kwic_322,roots,2,1,harpalus,US_Canada,2016,2,1,12
kwic_323,exposes,2,1,harpalus,US_Canada,2016,2,1,12
kwic_324,corruption,2,1,harpalus,US_Canada,2016,2,1,12
kwic_325,form,2,1,harpalus,US_Canada,2016,2,1,12
kwic_326,undue,2,1,harpalus,US_Canada,2016,2,1,12
kwic_327,capacity,2,1,harpalus,US_Canada,2016,2,1,12
kwic_328,resist,2,1,harpalus,US_Canada,2016,2,1,12
kwic_329,conduct,2,1,harpalus,US_Canada,2016,2,1,12
kwic_330,contacted,2,1,harpalus,US_Canada,2016,2,1,12
kwic_331,whistleblowers,2,1,harpalus,US_Canada,2016,2,1,12
kwic_332,anonymous,2,1,harpalus,US_Canada,2016,2,1,12
kwic_333,sources,2,1,harpalus,US_Canada,2016,2,1,12
kwic_334,officials,2,1,harpalus,US_Canada,2016,2,1,12
kwic_335,systemic,2,1,harpalus,US_Canada,2016,2,1,12
kwic_336,recommends,2,1,harpalus,US_Canada,2016,2,1,12
kwic_337,transparency,2,1,harpalus,US_Canada,2016,2,1,12
kwic_338,programs,2,1,harpalus,US_Canada,2016,2,1,12
kwic_339,general,2,1,harpalus,US_Canada,2016,2,1,12
kwic_340,indepth,2,1,harpalus,US_Canada,2016,2,1,12
kwic_341,social,2,1,harpalus,US_Canada,2016,2,1,12
kwic_342,practices,2,1,harpalus,US_Canada,2016,2,1,12
kwic_343,funded,2,1,harpalus,US_Canada,2016,2,1,12
kwic_344,dedicated,2,1,harpalus,US_Canada,2016,2,1,12
kwic_345,exposing,2,1,harpalus,US_Canada,2016,2,1,12
kwic_346,correcting,2,1,harpalus,US_Canada,2016,2,1,12
kwic_347,accomplishes,2,1,harpalus,US_Canada,2016,2,1,12
kwic_348,organisations,2,1,harpalus,US_Canada,2016,2,1,12
kwic_349,journalists,2,1,harpalus,US_Canada,2016,2,1,12
kwic_350,advance,2,1,harpalus,US_Canada,2016,2,1,12
kwic_351,sustain,2,1,harpalus,US_Canada,2016,2,1,12
kwic_352,correct,2,1,harpalus,US_Canada,2016,2,1,12
kwic_353,prohibits,2,1,harpalus,US_Canada,2016,2,1,12
kwic_354,subset,2,1,harpalus,US_Canada,2016,2,1,12
kwic_355,address,2,1,harpalus,US_Canada,2016,2,1,12
kwic_356,something,2,1,harpalus,US_Canada,2016,2,1,12
kwic_357,close,2,1,harpalus,US_Canada,2016,2,1,12
kwic_358,help,2,1,harpalus,US_Canada,2016,2,1,12
kwic_359,reduce,2,1,harpalus,US_Canada,2016,2,1,12
kwic_360,distorting,2,1,harpalus,US_Canada,2016,2,1,12
kwic_361,secret,2,1,harpalus,US_Canada,2016,2,1,12
kwic_362,produces,2,1,harpalus,US_Canada,2016,2,1,12
kwic_363,investigative,2,1,harpalus,US_Canada,2016,2,1,12
kwic_364,demand,2,1,harpalus,US_Canada,2016,2,1,12
kwic_365,rootstrikers,2,1,harpalus,US_Canada,2016,2,1,12
kwic_366,research,2,1,harpalus,US_Canada,2016,2,1,12
kwic_367,demonstrate,1,1,harpalus,US_Canada,2016,2,0.5,13
kwic_368,destructive,1,1,harpalus,US_Canada,2016,2,0.5,13
kwic_369,limiting,1,1,harpalus,US_Canada,2016,2,0.5,13
kwic_370,counter,1,1,harpalus,US_Canada,2016,2,0.5,13
kwic_371,discredit,1,1,harpalus,US_Canada,2016,2,0.5,13
kwic_372,restrictions,1,1,harpalus,US_Canada,2016,2,0.5,13
kwic_373,forth,1,1,harpalus,US_Canada,2016,2,0.5,13
kwic_374,mccutcheon,1,1,harpalus,US_Canada,2016,2,0.5,13
kwic_375,anchor,1,1,harpalus,US_Canada,2016,2,0.5,13
kwic_376,grantee,1,1,harpalus,US_Canada,2016,2,0.5,13
kwic_377,demos,1,1,harpalus,US_Canada,2016,2,0.5,13
kwic_378,partnership,1,1,harpalus,US_Canada,2016,2,0.5,13
kwic_379,defends,1,1,harpalus,US_Canada,2016,2,0.5,13
kwic_380,existing,1,1,harpalus,US_Canada,2016,2,0.5,13
kwic_381,asserts,1,1,harpalus,US_Canada,2016,2,0.5,13
kwic_382,capitalizing,1,1,harpalus,US_Canada,2016,2,0.5,13
