Regionlevel,Entity,Code,Date,Total confirmed deaths (deaths),Total confirmed cases (cases)
,Central African Republic,CAF,21-Mar-20,,1
,Central African Republic,CAF,22-Mar-20,,3
,Central African Republic,CAF,23-Mar-20,,4
,Central African Republic,CAF,24-Mar-20,,4
,Central African Republic,CAF,25-Mar-20,,4
,Central African Republic,CAF,26-Mar-20,,4
,Central African Republic,CAF,27-Mar-20,,5
,Central African Republic,CAF,28-Mar-20,,5
,Central African Republic,CAF,29-Mar-20,,6
,Central African Republic,CAF,30-Mar-20,,6
,Central African Republic,CAF,31-Mar-20,,6
,Central African Republic,CAF,1-Apr-20,,6
,Central African Republic,CAF,2-Apr-20,,8
,Central African Republic,CAF,3-Apr-20,,8
,Central African Republic,CAF,4-Apr-20,,8
,Central African Republic,CAF,5-Apr-20,,9
,Central African Republic,CAF,6-Apr-20,,9
,Central African Republic,CAF,7-Apr-20,,9
,Central African Republic,CAF,8-Apr-20,,9
,Central African Republic,CAF,9-Apr-20,,10
,Central African Republic,CAF,10-Apr-20,,11
,Central African Republic,CAF,11-Apr-20,,11
,Central African Republic,CAF,12-Apr-20,,11
,Central African Republic,CAF,13-Apr-20,,11
,Central African Republic,CAF,14-Apr-20,,11
,Central African Republic,CAF,15-Apr-20,,11
,Central African Republic,CAF,16-Apr-20,,11
,Central African Republic,CAF,17-Apr-20,,12
,Central African Republic,CAF,18-Apr-20,,12
,Central African Republic,CAF,19-Apr-20,,12
,Central African Republic,CAF,20-Apr-20,,12
,Central African Republic,CAF,21-Apr-20,,12
,Central African Republic,CAF,22-Apr-20,,14
,Central African Republic,CAF,23-Apr-20,,16
,Central African Republic,CAF,24-Apr-20,,17
,Central African Republic,CAF,25-Apr-20,,19
,Central African Republic,CAF,26-Apr-20,,19
,Central African Republic,CAF,27-Apr-20,,19
,Central African Republic,CAF,28-Apr-20,,50
,Central African Republic,CAF,29-Apr-20,,50
,Central African Republic,CAF,30-Apr-20,,50
,Chad,TCD,20-Mar-20,,1
,Chad,TCD,21-Mar-20,,1
,Chad,TCD,22-Mar-20,,2
,Chad,TCD,23-Mar-20,,2
,Chad,TCD,24-Mar-20,,2
,Chad,TCD,25-Mar-20,,3
,Chad,TCD,26-Mar-20,,3
,Chad,TCD,27-Mar-20,,5
,Chad,TCD,28-Mar-20,,5
,Chad,TCD,29-Mar-20,,5
,Chad,TCD,30-Mar-20,,5
,Chad,TCD,31-Mar-20,,7
,Chad,TCD,1-Apr-20,,7
,Chad,TCD,2-Apr-20,,7
,Chad,TCD,3-Apr-20,,7
,Chad,TCD,4-Apr-20,,7
,Chad,TCD,5-Apr-20,,8
,Chad,TCD,6-Apr-20,,9
,Chad,TCD,7-Apr-20,,9
,Chad,TCD,8-Apr-20,,9
,Chad,TCD,9-Apr-20,,10
,Chad,TCD,10-Apr-20,,11
,Chad,TCD,11-Apr-20,,11
,Chad,TCD,12-Apr-20,,11
,Chad,TCD,13-Apr-20,,15
,Chad,TCD,14-Apr-20,,23
,Chad,TCD,15-Apr-20,,23
,Chad,TCD,16-Apr-20,,27
,Chad,TCD,17-Apr-20,,27
,Chad,TCD,18-Apr-20,,33
,Chad,TCD,19-Apr-20,,33
,Chad,TCD,20-Apr-20,,33
,Chad,TCD,21-Apr-20,,33
,Chad,TCD,22-Apr-20,,34
,Chad,TCD,23-Apr-20,,34
,Chad,TCD,24-Apr-20,,40
,Chad,TCD,25-Apr-20,,40
,Chad,TCD,26-Apr-20,,40
,Chad,TCD,27-Apr-20,,46
,Chad,TCD,28-Apr-20,,46
,Chad,TCD,29-Apr-20,2,52
,Chad,TCD,30-Apr-20,2,52
,Chile,CHL,4-Mar-20,,1
,Chile,CHL,5-Mar-20,,3
,Chile,CHL,6-Mar-20,,4
,Chile,CHL,7-Mar-20,,5
,Chile,CHL,9-Mar-20,,10
,Chile,CHL,10-Mar-20,,13
,Chile,CHL,11-Mar-20,,17
,Chile,CHL,12-Mar-20,,23
,Chile,CHL,13-Mar-20,,33
,Chile,CHL,14-Mar-20,,43
,Chile,CHL,15-Mar-20,,61
,Chile,CHL,16-Mar-20,,75
,Chile,CHL,17-Mar-20,,156
,Chile,CHL,18-Mar-20,,201
,Chile,CHL,19-Mar-20,,238
,Chile,CHL,20-Mar-20,,342
,Chile,CHL,21-Mar-20,,434
,Chile,CHL,22-Mar-20,,537
,Chile,CHL,23-Mar-20,1,632
,Chile,CHL,24-Mar-20,2,746
,Chile,CHL,25-Mar-20,2,922
,Chile,CHL,26-Mar-20,3,1142
,Chile,CHL,27-Mar-20,4,1306
,Chile,CHL,28-Mar-20,5,1610
,Chile,CHL,29-Mar-20,6,1909
,Chile,CHL,30-Mar-20,7,2139
,Chile,CHL,31-Mar-20,8,2449
,Chile,CHL,1-Apr-20,12,2738
,Chile,CHL,2-Apr-20,16,3031
,Chile,CHL,3-Apr-20,18,3404
,Chile,CHL,4-Apr-20,22,3737
,Chile,CHL,5-Apr-20,27,4161
,Chile,CHL,6-Apr-20,34,4471
,Chile,CHL,7-Apr-20,37,4815
,Chile,CHL,8-Apr-20,43,5116
,Chile,CHL,9-Apr-20,48,5546
,Chile,CHL,10-Apr-20,57,5972
,Chile,CHL,11-Apr-20,65,6501
,Chile,CHL,12-Apr-20,73,6927
,Chile,CHL,13-Apr-20,80,7213
,Chile,CHL,14-Apr-20,82,7525
,Chile,CHL,15-Apr-20,92,7917
,Chile,CHL,16-Apr-20,94,8273
,Chile,CHL,17-Apr-20,105,8807
,Chile,CHL,18-Apr-20,116,9252
,Chile,CHL,19-Apr-20,126,9730
,Chile,CHL,20-Apr-20,133,10088
,Chile,CHL,21-Apr-20,139,10507
,Chile,CHL,22-Apr-20,147,10832
,Chile,CHL,23-Apr-20,160,11296
,Chile,CHL,24-Apr-20,168,11812
,Chile,CHL,25-Apr-20,174,12306
,Chile,CHL,26-Apr-20,181,12858
,Chile,CHL,27-Apr-20,189,13331
,Chile,CHL,28-Apr-20,198,13813
,Chile,CHL,29-Apr-20,207,14365
,Chile,CHL,30-Apr-20,216,14885
,China,CHN,31-Dec-19,,27
,China,CHN,1-Jan-20,,27
,China,CHN,2-Jan-20,,27
,China,CHN,3-Jan-20,,44
,China,CHN,4-Jan-20,,44
,China,CHN,5-Jan-20,,59
,China,CHN,6-Jan-20,,59
,China,CHN,7-Jan-20,,59
,China,CHN,8-Jan-20,,59
,China,CHN,9-Jan-20,,59
,China,CHN,10-Jan-20,,59
,China,CHN,11-Jan-20,1,59
,China,CHN,12-Jan-20,1,59
,China,CHN,13-Jan-20,1,59
,China,CHN,14-Jan-20,1,59
,China,CHN,15-Jan-20,2,59
,China,CHN,16-Jan-20,2,59
,China,CHN,17-Jan-20,2,63
,China,CHN,18-Jan-20,2,80
,China,CHN,19-Jan-20,3,216
,China,CHN,20-Jan-20,3,235
,China,CHN,21-Jan-20,6,386
,China,CHN,22-Jan-20,17,526
,China,CHN,23-Jan-20,17,623
,China,CHN,24-Jan-20,26,882
,China,CHN,25-Jan-20,41,1323
,China,CHN,26-Jan-20,56,1988
,China,CHN,27-Jan-20,81,2775
,China,CHN,28-Jan-20,106,4528
,China,CHN,29-Jan-20,132,5994
,China,CHN,30-Jan-20,170,7734
,China,CHN,31-Jan-20,213,9714
,China,CHN,1-Feb-20,259,11809
,China,CHN,2-Feb-20,304,14399
,China,CHN,3-Feb-20,361,17211
,China,CHN,4-Feb-20,426,20448
,China,CHN,5-Feb-20,492,24320
,China,CHN,6-Feb-20,564,28047
,China,CHN,7-Feb-20,637,31207
,China,CHN,8-Feb-20,723,34625
,China,CHN,9-Feb-20,812,37232
,China,CHN,10-Feb-20,909,40206
,China,CHN,11-Feb-20,1017,42696
,China,CHN,12-Feb-20,1114,44724
,China,CHN,13-Feb-20,1368,59865
,China,CHN,14-Feb-20,1381,64021
,China,CHN,15-Feb-20,1524,66559
,China,CHN,16-Feb-20,1666,68566
,China,CHN,17-Feb-20,1771,70618
,China,CHN,18-Feb-20,1869,72508
,China,CHN,19-Feb-20,2008,74258
,China,CHN,20-Feb-20,2120,74652
,China,CHN,21-Feb-20,2238,75543
,China,CHN,22-Feb-20,2347,76369
,China,CHN,23-Feb-20,2445,77016
,China,CHN,24-Feb-20,2595,77234
,China,CHN,25-Feb-20,2665,77749
,China,CHN,26-Feb-20,2717,78159
,China,CHN,27-Feb-20,2746,78598
,China,CHN,28-Feb-20,2790,78927
,China,CHN,29-Feb-20,2837,79355
,China,CHN,1-Mar-20,2872,79929
,China,CHN,2-Mar-20,2914,80134
,China,CHN,3-Mar-20,2946,80261
,China,CHN,4-Mar-20,2983,80380
,China,CHN,5-Mar-20,3014,80497
,China,CHN,6-Mar-20,3044,80667
,China,CHN,7-Mar-20,3072,80768
,China,CHN,8-Mar-20,3099,80814
,China,CHN,9-Mar-20,3122,80859
,China,CHN,10-Mar-20,3139,80879
,China,CHN,11-Mar-20,3161,80908
,China,CHN,12-Mar-20,3172,80932
,China,CHN,13-Mar-20,3179,80954
,China,CHN,14-Mar-20,3194,80973
,China,CHN,15-Mar-20,3203,80995
,China,CHN,16-Mar-20,3216,81020
,China,CHN,17-Mar-20,3225,81063
,China,CHN,18-Mar-20,3241,81086
,China,CHN,19-Mar-20,3249,81130
,China,CHN,20-Mar-20,3253,81229
,China,CHN,21-Mar-20,3259,81281
,China,CHN,22-Mar-20,3265,81346
,China,CHN,23-Mar-20,3274,81484
,China,CHN,24-Mar-20,3281,81553
,China,CHN,25-Mar-20,3285,81631
,China,CHN,26-Mar-20,3291,81733
,China,CHN,27-Mar-20,3296,81827
,China,CHN,28-Mar-20,3299,81946
,China,CHN,29-Mar-20,3304,82059
,China,CHN,30-Mar-20,3306,82157
,China,CHN,31-Mar-20,3309,82241
,China,CHN,1-Apr-20,3310,82295
,China,CHN,2-Apr-20,3316,82395
,China,CHN,3-Apr-20,3326,82465
,China,CHN,4-Apr-20,3330,82527
,China,CHN,5-Apr-20,3333,82575
,China,CHN,6-Apr-20,3335,82642
,China,CHN,7-Apr-20,3335,82698
,China,CHN,8-Apr-20,3337,82784
,China,CHN,9-Apr-20,3339,82870
,China,CHN,10-Apr-20,3340,82925
,China,CHN,11-Apr-20,3343,83004
,China,CHN,12-Apr-20,3343,83097
,China,CHN,13-Apr-20,3345,83209
,China,CHN,14-Apr-20,3345,83303
,China,CHN,15-Apr-20,3346,83352
,China,CHN,16-Apr-20,3346,83402
,China,CHN,17-Apr-20,4636,83754
,China,CHN,18-Apr-20,4636,83785
,China,CHN,19-Apr-20,4636,83803
,China,CHN,20-Apr-20,4636,83817
,China,CHN,21-Apr-20,4636,83849
,China,CHN,22-Apr-20,4636,83864
,China,CHN,23-Apr-20,4636,83876
,China,CHN,24-Apr-20,4636,83884
,China,CHN,25-Apr-20,4636,83899
,China,CHN,26-Apr-20,4636,83909
,China,CHN,27-Apr-20,4637,83912
,China,CHN,28-Apr-20,4637,83938
,China,CHN,29-Apr-20,4637,83940
,China,CHN,30-Apr-20,4637,83944
,Colombia,COL,7-Mar-20,,1
,Colombia,COL,10-Mar-20,,3
,Colombia,COL,12-Mar-20,,9
,Colombia,COL,14-Mar-20,,16
,Colombia,COL,15-Mar-20,,34
,Colombia,COL,16-Mar-20,,45
,Colombia,COL,17-Mar-20,,57
,Colombia,COL,18-Mar-20,,65
,Colombia,COL,19-Mar-20,,102
,Colombia,COL,20-Mar-20,,128
,Colombia,COL,21-Mar-20,,158
,Colombia,COL,22-Mar-20,1,210
,Colombia,COL,23-Mar-20,2,235
,Colombia,COL,24-Mar-20,3,306
,Colombia,COL,25-Mar-20,3,378
,Colombia,COL,26-Mar-20,4,470
,Colombia,COL,27-Mar-20,6,491
,Colombia,COL,28-Mar-20,6,539
,Colombia,COL,29-Mar-20,6,608
,Colombia,COL,30-Mar-20,10,702
,Colombia,COL,31-Mar-20,14,798
,Colombia,COL,1-Apr-20,16,906
,Colombia,COL,2-Apr-20,17,1065
,Colombia,COL,3-Apr-20,19,1161
,Colombia,COL,4-Apr-20,25,1267
,Colombia,COL,5-Apr-20,32,1406
,Colombia,COL,6-Apr-20,35,1485
,Colombia,COL,7-Apr-20,46,1579
,Colombia,COL,8-Apr-20,50,1780
,Colombia,COL,9-Apr-20,55,2054
,Colombia,COL,10-Apr-20,69,2223
,Colombia,COL,11-Apr-20,80,2473
,Colombia,COL,12-Apr-20,100,2709
,Colombia,COL,13-Apr-20,109,2776
,Colombia,COL,14-Apr-20,112,2852
,Colombia,COL,15-Apr-20,127,2979
,Colombia,COL,16-Apr-20,131,3105
,Colombia,COL,17-Apr-20,144,3233
,Colombia,COL,18-Apr-20,153,3439
,Colombia,COL,19-Apr-20,166,3621
,Colombia,COL,20-Apr-20,179,3792
,Colombia,COL,21-Apr-20,189,3977
,Colombia,COL,22-Apr-20,196,4149
,Colombia,COL,23-Apr-20,206,4356
,Colombia,COL,24-Apr-20,215,4561
,Colombia,COL,25-Apr-20,225,4881
,Colombia,COL,26-Apr-20,233,5142
,Colombia,COL,27-Apr-20,243,5379
,Colombia,COL,28-Apr-20,253,5597
,Colombia,COL,29-Apr-20,269,5949
,Colombia,COL,30-Apr-20,278,6211
,Congo,COG,16-Mar-20,,1
,Congo,COG,17-Mar-20,,1
,Congo,COG,18-Mar-20,,1
,Congo,COG,19-Mar-20,,3
,Congo,COG,20-Mar-20,,3
,Congo,COG,21-Mar-20,,3
,Congo,COG,22-Mar-20,,4
,Congo,COG,23-Mar-20,,4
,Congo,COG,24-Mar-20,,4
,Congo,COG,25-Mar-20,,4
,Congo,COG,26-Mar-20,,4
,Congo,COG,27-Mar-20,,4
,Congo,COG,28-Mar-20,,4
,Congo,COG,29-Mar-20,,19
,Congo,COG,30-Mar-20,,19
,Congo,COG,31-Mar-20,,19
,Congo,COG,1-Apr-20,2,22
,Congo,COG,2-Apr-20,2,22
,Congo,COG,3-Apr-20,3,41
,Congo,COG,4-Apr-20,3,41
,Congo,COG,5-Apr-20,5,45
,Congo,COG,6-Apr-20,5,45
,Congo,COG,7-Apr-20,5,45
,Congo,COG,8-Apr-20,5,45
,Congo,COG,9-Apr-20,5,60
,Congo,COG,10-Apr-20,5,60
,Congo,COG,11-Apr-20,5,60
,Congo,COG,12-Apr-20,5,60
,Congo,COG,13-Apr-20,5,70
,Congo,COG,14-Apr-20,5,70
,Congo,COG,15-Apr-20,5,74
,Congo,COG,16-Apr-20,5,117
,Congo,COG,17-Apr-20,5,117
,Congo,COG,18-Apr-20,6,143
,Congo,COG,19-Apr-20,6,143
,Congo,COG,20-Apr-20,6,160
,Congo,COG,21-Apr-20,6,160
,Congo,COG,22-Apr-20,6,165
,Congo,COG,23-Apr-20,6,186
,Congo,COG,24-Apr-20,6,186
,Congo,COG,25-Apr-20,6,200
,Congo,COG,26-Apr-20,8,200
,Congo,COG,27-Apr-20,8,200
,Congo,COG,28-Apr-20,8,207
,Congo,COG,29-Apr-20,8,207
,Congo,COG,30-Apr-20,9,220
,Costa Rica,CRI,7-Mar-20,,1
,Costa Rica,CRI,9-Mar-20,,5
,Costa Rica,CRI,10-Mar-20,,9
,Costa Rica,CRI,11-Mar-20,,13
,Costa Rica,CRI,12-Mar-20,,22
,Costa Rica,CRI,13-Mar-20,,23
,Costa Rica,CRI,14-Mar-20,,26
,Costa Rica,CRI,15-Mar-20,,27
,Costa Rica,CRI,16-Mar-20,,35
,Costa Rica,CRI,17-Mar-20,,41
,Costa Rica,CRI,18-Mar-20,,50
,Costa Rica,CRI,19-Mar-20,1,69
,Costa Rica,CRI,20-Mar-20,1,87
,Costa Rica,CRI,21-Mar-20,2,113
,Costa Rica,CRI,22-Mar-20,2,117
,Costa Rica,CRI,23-Mar-20,2,134
,Costa Rica,CRI,24-Mar-20,2,158
,Costa Rica,CRI,25-Mar-20,2,177
,Costa Rica,CRI,26-Mar-20,2,201
,Costa Rica,CRI,27-Mar-20,2,231
,Costa Rica,CRI,28-Mar-20,2,263
,Costa Rica,CRI,29-Mar-20,2,295
,Costa Rica,CRI,30-Mar-20,2,314
,Costa Rica,CRI,31-Mar-20,2,330
,Costa Rica,CRI,1-Apr-20,2,347
,Costa Rica,CRI,2-Apr-20,2,375
,Costa Rica,CRI,3-Apr-20,2,396
,Costa Rica,CRI,4-Apr-20,2,416
,Costa Rica,CRI,5-Apr-20,2,435
,Costa Rica,CRI,6-Apr-20,2,454
,Costa Rica,CRI,7-Apr-20,2,467
,Costa Rica,CRI,8-Apr-20,2,483
,Costa Rica,CRI,9-Apr-20,2,502
,Costa Rica,CRI,10-Apr-20,3,539
,Costa Rica,CRI,11-Apr-20,3,558
,Costa Rica,CRI,12-Apr-20,3,577
,Costa Rica,CRI,13-Apr-20,3,595
,Costa Rica,CRI,14-Apr-20,3,612
,Costa Rica,CRI,15-Apr-20,3,618
,Costa Rica,CRI,16-Apr-20,4,626
,Costa Rica,CRI,17-Apr-20,4,642
,Costa Rica,CRI,18-Apr-20,4,649
,Costa Rica,CRI,19-Apr-20,4,655
,Costa Rica,CRI,20-Apr-20,4,660
,Costa Rica,CRI,21-Apr-20,6,662
,Costa Rica,CRI,22-Apr-20,6,669
,Costa Rica,CRI,23-Apr-20,6,681
,Costa Rica,CRI,24-Apr-20,6,687
,Costa Rica,CRI,25-Apr-20,6,687
,Costa Rica,CRI,26-Apr-20,6,693
,Costa Rica,CRI,27-Apr-20,6,695
,Costa Rica,CRI,28-Apr-20,6,697
,Costa Rica,CRI,29-Apr-20,6,705
,Costa Rica,CRI,30-Apr-20,6,713
,Cote d'Ivoire,CIV,12-Mar-20,,1
,Cote d'Ivoire,CIV,15-Mar-20,,4
,Cote d'Ivoire,CIV,16-Mar-20,,4
,Cote d'Ivoire,CIV,17-Mar-20,,5
,Cote d'Ivoire,CIV,18-Mar-20,,5
,Cote d'Ivoire,CIV,19-Mar-20,,6
,Cote d'Ivoire,CIV,20-Mar-20,,9
,Cote d'Ivoire,CIV,21-Mar-20,,14
,Cote d'Ivoire,CIV,22-Mar-20,,17
,Cote d'Ivoire,CIV,23-Mar-20,,25
,Cote d'Ivoire,CIV,24-Mar-20,,25
,Cote d'Ivoire,CIV,25-Mar-20,,73
,Cote d'Ivoire,CIV,26-Mar-20,,80
,Cote d'Ivoire,CIV,27-Mar-20,,96
,Cote d'Ivoire,CIV,28-Mar-20,,101
,Cote d'Ivoire,CIV,29-Mar-20,,140
,Cote d'Ivoire,CIV,30-Mar-20,1,165
,Cote d'Ivoire,CIV,31-Mar-20,1,168
,Cote d'Ivoire,CIV,1-Apr-20,1,168
,Cote d'Ivoire,CIV,2-Apr-20,1,190
,Cote d'Ivoire,CIV,3-Apr-20,1,194
,Cote d'Ivoire,CIV,4-Apr-20,1,218
,Cote d'Ivoire,CIV,5-Apr-20,2,245
,Cote d'Ivoire,CIV,6-Apr-20,3,261
,Cote d'Ivoire,CIV,7-Apr-20,3,323
,Cote d'Ivoire,CIV,8-Apr-20,3,349
,Cote d'Ivoire,CIV,9-Apr-20,3,384
,Cote d'Ivoire,CIV,10-Apr-20,3,444
,Cote d'Ivoire,CIV,11-Apr-20,3,480
,Cote d'Ivoire,CIV,12-Apr-20,4,533
,Cote d'Ivoire,CIV,13-Apr-20,5,574
,Cote d'Ivoire,CIV,14-Apr-20,6,626
,Cote d'Ivoire,CIV,15-Apr-20,6,626
,Cote d'Ivoire,CIV,16-Apr-20,6,654
,Cote d'Ivoire,CIV,17-Apr-20,6,688
,Cote d'Ivoire,CIV,18-Apr-20,6,742
,Cote d'Ivoire,CIV,19-Apr-20,8,801
,Cote d'Ivoire,CIV,20-Apr-20,9,847
,Cote d'Ivoire,CIV,21-Apr-20,10,879
,Cote d'Ivoire,CIV,22-Apr-20,13,916
,Cote d'Ivoire,CIV,23-Apr-20,14,952
,Cote d'Ivoire,CIV,24-Apr-20,14,1004
,Cote d'Ivoire,CIV,25-Apr-20,14,1077
,Cote d'Ivoire,CIV,26-Apr-20,14,1111
,Cote d'Ivoire,CIV,27-Apr-20,14,1150
,Cote d'Ivoire,CIV,28-Apr-20,14,1164
,Cote d'Ivoire,CIV,29-Apr-20,14,1183
,Cote d'Ivoire,CIV,30-Apr-20,14,1238
,Croatia,HRV,26-Feb-20,,1
,Croatia,HRV,27-Feb-20,,2
,Croatia,HRV,28-Feb-20,,3
,Croatia,HRV,29-Feb-20,,5
,Croatia,HRV,1-Mar-20,,5
,Croatia,HRV,2-Mar-20,,7
,Croatia,HRV,3-Mar-20,,8
,Croatia,HRV,4-Mar-20,,9
,Croatia,HRV,6-Mar-20,,10
,Croatia,HRV,7-Mar-20,,11
,Croatia,HRV,8-Mar-20,,12
,Croatia,HRV,11-Mar-20,,13
,Croatia,HRV,12-Mar-20,,16
,Croatia,HRV,13-Mar-20,,25
,Croatia,HRV,14-Mar-20,,31
,Croatia,HRV,15-Mar-20,,37
,Croatia,HRV,16-Mar-20,,48
,Croatia,HRV,17-Mar-20,,56
,Croatia,HRV,18-Mar-20,,69
,Croatia,HRV,19-Mar-20,,81
,Croatia,HRV,20-Mar-20,,104
,Croatia,HRV,21-Mar-20,,126
,Croatia,HRV,22-Mar-20,,206
,Croatia,HRV,23-Mar-20,,235
,Croatia,HRV,24-Mar-20,,306
,Croatia,HRV,25-Mar-20,1,382
,Croatia,HRV,26-Mar-20,1,418
,Croatia,HRV,27-Mar-20,2,495
,Croatia,HRV,28-Mar-20,3,586
,Croatia,HRV,29-Mar-20,5,657
,Croatia,HRV,30-Mar-20,6,713
,Croatia,HRV,31-Mar-20,6,790
,Croatia,HRV,1-Apr-20,6,867
,Croatia,HRV,2-Apr-20,6,963
,Croatia,HRV,3-Apr-20,7,1011
,Croatia,HRV,4-Apr-20,8,1079
,Croatia,HRV,5-Apr-20,12,1126
,Croatia,HRV,6-Apr-20,15,1182
,Croatia,HRV,7-Apr-20,16,1222
,Croatia,HRV,8-Apr-20,18,1282
,Croatia,HRV,9-Apr-20,19,1343
,Croatia,HRV,10-Apr-20,20,1407
,Croatia,HRV,11-Apr-20,21,1495
,Croatia,HRV,12-Apr-20,21,1534
,Croatia,HRV,13-Apr-20,23,1600
,Croatia,HRV,14-Apr-20,25,1650
,Croatia,HRV,15-Apr-20,31,1704
,Croatia,HRV,16-Apr-20,34,1741
,Croatia,HRV,17-Apr-20,35,1791
,Croatia,HRV,18-Apr-20,36,1814
,Croatia,HRV,19-Apr-20,39,1832
,Croatia,HRV,20-Apr-20,47,1871
,Croatia,HRV,21-Apr-20,47,1881
,Croatia,HRV,22-Apr-20,48,1908
,Croatia,HRV,23-Apr-20,48,1950
,Croatia,HRV,24-Apr-20,50,1981
,Croatia,HRV,25-Apr-20,51,2009
,Croatia,HRV,26-Apr-20,54,2016
,Croatia,HRV,27-Apr-20,55,2030
,Croatia,HRV,28-Apr-20,59,2039
,Croatia,HRV,29-Apr-20,63,2047
,Croatia,HRV,30-Apr-20,67,2062
,Cuba,CUB,12-Mar-20,,3
,Cuba,CUB,14-Mar-20,,4
,Cuba,CUB,15-Mar-20,,4
,Cuba,CUB,18-Mar-20,,7
,Cuba,CUB,19-Mar-20,1,11
,Cuba,CUB,20-Mar-20,1,16
,Cuba,CUB,21-Mar-20,1,21
,Cuba,CUB,22-Mar-20,1,25
,Cuba,CUB,23-Mar-20,1,35
,Cuba,CUB,24-Mar-20,1,40
,Cuba,CUB,25-Mar-20,1,48
,Cuba,CUB,26-Mar-20,1,57
,Cuba,CUB,27-Mar-20,2,67
,Cuba,CUB,28-Mar-20,2,80
,Cuba,CUB,29-Mar-20,3,119
,Cuba,CUB,30-Mar-20,3,139
,Cuba,CUB,31-Mar-20,4,170
,Cuba,CUB,1-Apr-20,6,186
,Cuba,CUB,2-Apr-20,6,212
,Cuba,CUB,3-Apr-20,6,233
,Cuba,CUB,4-Apr-20,6,269
,Cuba,CUB,5-Apr-20,6,288
,Cuba,CUB,6-Apr-20,8,320
,Cuba,CUB,7-Apr-20,9,350
,Cuba,CUB,8-Apr-20,11,396
,Cuba,CUB,9-Apr-20,12,457
,Cuba,CUB,10-Apr-20,15,515
,Cuba,CUB,11-Apr-20,15,564
,Cuba,CUB,12-Apr-20,16,620
,Cuba,CUB,13-Apr-20,18,669
,Cuba,CUB,14-Apr-20,21,726
,Cuba,CUB,15-Apr-20,21,766
,Cuba,CUB,16-Apr-20,24,814
,Cuba,CUB,17-Apr-20,27,862
,Cuba,CUB,18-Apr-20,31,923
,Cuba,CUB,19-Apr-20,32,986
,Cuba,CUB,20-Apr-20,34,1035
,Cuba,CUB,21-Apr-20,36,1087
,Cuba,CUB,22-Apr-20,38,1137
,Cuba,CUB,23-Apr-20,40,1189
,Cuba,CUB,24-Apr-20,43,1235
,Cuba,CUB,25-Apr-20,49,1285
,Cuba,CUB,26-Apr-20,51,1337
,Cuba,CUB,27-Apr-20,54,1369
,Cuba,CUB,28-Apr-20,56,1389
,Cuba,CUB,29-Apr-20,58,1437
,Cuba,CUB,30-Apr-20,58,1467
,Curacao,CUW,13-Mar-20,,1
,Curacao,CUW,20-Mar-20,,3
,Curacao,CUW,24-Mar-20,,6
,Curacao,CUW,26-Mar-20,1,6
,Curacao,CUW,27-Mar-20,1,7
,Curacao,CUW,28-Mar-20,1,8
,Curacao,CUW,29-Mar-20,1,8
,Curacao,CUW,30-Mar-20,1,9
,Curacao,CUW,1-Apr-20,1,11
,Curacao,CUW,2-Apr-20,1,11
,Curacao,CUW,3-Apr-20,1,11
,Curacao,CUW,4-Apr-20,1,11
,Curacao,CUW,5-Apr-20,1,11
,Curacao,CUW,6-Apr-20,1,11
,Curacao,CUW,7-Apr-20,1,13
,Curacao,CUW,8-Apr-20,1,13
,Curacao,CUW,9-Apr-20,1,14
,Curacao,CUW,10-Apr-20,1,14
,Curacao,CUW,11-Apr-20,1,14
,Curacao,CUW,12-Apr-20,1,14
,Curacao,CUW,13-Apr-20,1,14
,Curacao,CUW,14-Apr-20,1,14
,Curacao,CUW,15-Apr-20,1,14
,Curacao,CUW,16-Apr-20,1,14
,Curacao,CUW,17-Apr-20,1,14
,Curacao,CUW,18-Apr-20,1,14
,Curacao,CUW,19-Apr-20,1,14
,Curacao,CUW,20-Apr-20,1,14
,Curacao,CUW,21-Apr-20,1,14
,Curacao,CUW,22-Apr-20,1,14
,Curacao,CUW,23-Apr-20,1,14
,Curacao,CUW,24-Apr-20,1,14
,Curacao,CUW,25-Apr-20,1,16
,Curacao,CUW,26-Apr-20,1,16
,Curacao,CUW,27-Apr-20,1,16
,Curacao,CUW,28-Apr-20,1,16
,Curacao,CUW,29-Apr-20,1,16
,Curacao,CUW,30-Apr-20,1,16
,Cyprus,CYP,10-Mar-20,,2
,Cyprus,CYP,12-Mar-20,,6
,Cyprus,CYP,14-Mar-20,,14
,Cyprus,CYP,15-Mar-20,,21
,Cyprus,CYP,16-Mar-20,,30
,Cyprus,CYP,17-Mar-20,,40
,Cyprus,CYP,18-Mar-20,,40
,Cyprus,CYP,19-Mar-20,,58
,Cyprus,CYP,20-Mar-20,,58
,Cyprus,CYP,21-Mar-20,,67
,Cyprus,CYP,22-Mar-20,,84
,Cyprus,CYP,23-Mar-20,,95
,Cyprus,CYP,24-Mar-20,,116
,Cyprus,CYP,25-Mar-20,3,124
,Cyprus,CYP,26-Mar-20,3,132
,Cyprus,CYP,27-Mar-20,3,146
,Cyprus,CYP,28-Mar-20,5,162
,Cyprus,CYP,29-Mar-20,5,179
,Cyprus,CYP,30-Mar-20,6,214
,Cyprus,CYP,31-Mar-20,7,230
,Cyprus,CYP,1-Apr-20,8,262
,Cyprus,CYP,2-Apr-20,9,320
,Cyprus,CYP,3-Apr-20,9,356
,Cyprus,CYP,4-Apr-20,11,396
,Cyprus,CYP,5-Apr-20,11,426
,Cyprus,CYP,6-Apr-20,14,446
,Cyprus,CYP,7-Apr-20,14,465
